fpl_hostname,fpl_name,fpl_controvflag,fpl_disc,fpl_orbper,fpl_orbpererr1,fpl_orbpererr2,fpl_orbperlim,fpl_smax,fpl_smaxerr1,fpl_smaxerr2,fpl_smaxlim,fpl_eccen,fpl_eccenerr1,fpl_eccenerr2,fpl_eccenlim,fpl_bmasse,fpl_bmasseerr1,fpl_bmasseerr2,fpl_bmasselim,fpl_bmassprov,fpl_rade,fpl_radeerr1,fpl_radeerr2,fpl_radelim,fpl_dens,fpl_denserr1,fpl_denserr2,fpl_denslim,ra_str,ra,dec_str,dec,fst_dist,fst_disterr1,fst_disterr2,fst_distlim,fst_teff,fst_tefferr1,fst_tefferr2,fst_tefflim,fst_logg,fst_loggerr1,fst_loggerr2,fst_logglim,fst_lum,fst_lumerr1,fst_lumerr2,fst_lumlim,fst_mass,fst_masserr1,fst_masserr2,fst_masslim,fst_rad,fst_raderr1,fst_raderr2,fst_radlim,fst_age,fst_ageerr1,fst_ageerr2,fst_agelim
CoRoT-1,CoRoT-1 b,0,2008,1.5089557,0.0000064,-0.0000064,0,0.02752,0.00022,-0.00023,0,0,,,0,327.35,38.14,-38.14,0,Mass,16.7,0.9,-0.9,0,0.38,0.05,-0.05,0,06h48m19.17s,102.079885,-03d06m07.7s,-3.102147,805.31,24.33,-24.33,0,5950,150,-150,0,4.25,0.3,-0.3,0,0.298,0.029,-0.031,0,0.95,0.15,-0.15,0,1.11,0.05,-0.05,0,1.6,0.5,-0.5,0
CoRoT-10,CoRoT-10 b,0,2010,13.2406,0.0002,-0.0002,0,0.1055,0.0021,-0.0021,0,0.53,0.04,-0.04,0,874,50.85,-50.85,0,Mass,10.87,0.78,-0.78,0,3.7,0.83,-0.83,0,19h24m15.29s,291.063708,+00d44m46.1s,0.746143,345,70,-70,0,5075,75,-75,0,4.65,0.1,-0.1,0,-0.726,0.012,-0.012,0,0.89,0.05,-0.05,0,0.79,0.05,-0.05,0,3,,,1
CoRoT-11,CoRoT-11 b,0,2010,2.99433,0.000011,-0.000011,0,0.0436,0.005,-0.005,0,0,,,0,740.51,108.06,-108.06,0,Mass,16.03,0.34,-0.34,0,0.99,0.15,-0.15,0,18h42m44.94s,280.687263,+05d56m15.7s,5.937688,560,30,-30,0,6440,120,-120,0,4.22,0.23,-0.23,0,0.378,0.023,-0.024,0,1.27,0.05,-0.05,0,1.37,0.03,-0.03,0,2,1,-1,0
CoRoT-12,CoRoT-12 b,0,2010,2.828042,0.000013,-0.000013,0,0.04016,0.00093,-0.00092,0,0.07,0.063,-0.042,0,291.438,22.247,-20.658,0,Mass,16.14,1.46,-1.46,0,0.411,0.129,-0.094,0,06h43m03.76s,100.765677,-01d17m47.2s,-1.296439,1150,85,-85,0,5675,80,-80,0,4.38,0.07,-0.06,0,-0.128,0.046,-0.052,0,1.08,0.08,-0.07,0,1.12,0.1,-0.09,0,6.3,3.1,-3.1,0
CoRoT-13,CoRoT-13 b,0,2010,4.03519,0.00003,-0.00003,0,0.051,0.0031,-0.0031,0,0,,,0,415.704,20.976,-20.976,0,Mass,9.92,0.157,-0.157,0,2.34,0.23,-0.23,0,06h50m53.07s,102.721137,-05d05m11.2s,-5.086445,1060,100,-100,0,5945,90,-90,0,4.46,0.05,-0.05,0,0.073,0.048,-0.054,0,1.09,0.02,-0.02,0,1.01,0.03,-0.03,0,1.635,1.515,-1.515,0
CoRoT-14,CoRoT-14 b,0,2010,1.51214,0.00013,-0.00013,0,0.027,0.002,-0.002,0,0,,,0,2415.4,190.7,-190.7,0,Mass,12.22,0.78,-0.78,0,7.3,1.5,-1.5,0,06h53m41.81s,103.424211,-05d32m09.7s,-5.536037,1340,110,-110,0,6035,100,-100,0,4.35,0.15,-0.15,0,0.119,0.079,-0.097,0,1.13,0.09,-0.09,0,1.21,0.08,-0.08,0,4.2,3.8,-3.8,0
CoRoT-16,CoRoT-16 b,0,2011,5.35227,0.0002,-0.0002,0,0.0618,0.0015,-0.0015,0,0.33,0.09,-0.1,0,170.032,27.014,-26.379,0,Mass,13.11,1.79,-1.57,0,0.44,0.21,-0.14,0,18h34m05.93s,278.524691,-06d00m09.3s,-6.002595,840,90,-90,0,5650,100,-100,0,4.36,0.1,-0.1,0,-0.435,0.041,-0.045,0,1.1,0.08,-0.08,0,1.19,0.14,-0.13,0,6.73,2.8,-2.8,0
CoRoT-17,CoRoT-17 b,0,2011,3.7681,0.0003,-0.0003,0,0.0461,0.0008,-0.0008,0,0,,,0,772.29,95.34,-95.34,0,Mass,11.43,0.78,-0.78,0,2.82,0.38,-0.38,0,18h34m47.82s,278.699254,-06d36m44.0s,-6.612234,920,50,-50,0,5740,80,-80,0,4.4,0.1,-0.1,0,0.134,0.045,-0.05,0,1.04,0.1,-0.1,0,1.59,0.07,-0.07,0,10.7,1,-1,0
CoRoT-18,CoRoT-18 b,0,2011,1.9000693,0.0000028,-0.0000028,0,0.0295,0.0016,-0.0016,0,0.08,,,1,1102.82,120.77,-120.77,0,Mass,14.68,2.02,-2.02,0,2.2,0.8,-0.8,0,06h32m41.38s,98.17241,-00d01m53.7s,-0.031586,870,90,-90,0,5440,100,-100,0,4.4,0.1,-0.1,0,-0.226,0.033,-0.036,0,0.95,0.15,-0.15,0,1,0.13,-0.13,0,0.6,0,-0.6,0
CoRoT-19,CoRoT-19 b,0,2011,3.89713,0.00002,-0.00002,0,0.0518,0.0008,-0.0008,0,0.047,0.045,-0.045,0,352.78,19.07,-19.07,0,Mass,14.46,0.34,-0.34,0,0.71,0.06,-0.06,0,06h28m08.06s,97.033582,-00d10m14.5s,-0.170681,770,160,-160,0,6090,70,-70,0,4.07,0.03,-0.03,0,0.544,0.024,-0.026,0,1.21,0.05,-0.05,0,1.65,0.04,-0.04,0,5,1,-1,0
CoRoT-2,CoRoT-2 b,0,2008,1.7429935,0.000001,-0.000001,0,0.02798,0.00076,-0.0008,0,0.0143,0.0077,-0.0076,0,1102.82,69.92,-69.92,0,Mass,16.432,0.471,-0.493,0,1.47,0.08,-0.074,0,19h27m06.49s,291.777056,+01d23m01.4s,1.383714,200,,,0,5625,120,-120,0,4.53,0.02,-0.02,0,-0.321,0.007,-0.007,0,0.96,0.08,-0.08,0,0.91,0.03,-0.03,0,2.7,3.2,-2.7,0
CoRoT-20,CoRoT-20 b,0,2011,9.24285,0.0003,-0.0003,0,0.09,0.002,-0.002,0,0.59,0.02,-0.02,0,1366.669,63.566,-63.566,0,Mass,9.416,0.448,-0.448,0,8.87,1.1,-1.1,0,06h30m52.90s,97.720408,+00d13m36.9s,0.226919,864.31,24.46,-24.46,0,4947.5,65.51,-52.5,0,4.2,0.15,-0.15,0,0.006,0.028,-0.03,0,1.14,0.08,-0.08,0,1.37,0.03,-0.04,0,0.1,0.8,-0.04,0
CoRoT-20,CoRoT-20 c,0,2018,1675,19,-17,0,2.9,0.07,-0.07,0,0.6,0.03,-0.03,0,5403.11,317.83,-317.83,0,Msini,12.2,,,0,16.4,,,0,06h30m52.90s,97.720408,+00d13m36.9s,0.226919,864.31,24.46,-24.46,0,4947.5,65.51,-52.5,0,4.2,0.15,-0.15,0,0.006,0.028,-0.03,0,1.14,0.08,-0.08,0,1.37,0.03,-0.04,0,0.1,0.8,-0.04,0
CoRoT-21,CoRoT-21 b,0,2012,2.72474,0.00014,-0.00014,0,0.0417,0.0011,-0.0011,0,0,,,0,718.2958,98.5273,-98.5273,0,Mass,14.572,1.569,-1.569,0,1.36,0.48,-0.48,0,06h44m12.588s,101.05245,-00d17m56.868s,-0.29913,1398.83,286.45,-286.45,0,6200,100,-100,0,3.7,0.1,-0.1,0,0.705,,,0,1.29,0.09,-0.09,0,1.95,0.21,-0.21,0,4.1,0.1,-0.5,0
CoRoT-22,CoRoT-22 b,0,2014,9.75598,0.00011,-0.00011,0,0.092,0.0014,-0.0014,0,0.077,0.3,-0.042,0,12.2,14,-8.8,0,Mass,4.88,0.17,-0.39,0,0.249,1,-0.097,0,18h42m40.11s,280.667115,+06d13m08.9s,6.219136,592,25,-42,0,5939,54,-120,0,4.36,0.07,-0.03,0,0.014,0.019,-0.019,0,1.1,0.05,-0.05,0,1.14,0.04,-0.09,0,3.3,2,-2,0
CoRoT-23,CoRoT-23 b,0,2011,3.6313,0.0001,-0.0001,0,0.048,0.004,-0.004,0,0.16,0.02,-0.02,0,889.9,95.3,-95.3,0,Mass,11.77,1.46,-1.46,0,3,1.1,-1.1,0,18h39m07.83s,279.782615,+04d21m28.1s,4.357806,600,50,-50,0,5900,100,-100,0,4.3,0.2,-0.2,0,0.087,0.04,-0.044,0,1.14,0.08,-0.08,0,1.61,0.18,-0.18,0,7.2,1.5,-1,0
CoRoT-24,CoRoT-24 b,0,2014,5.1134,0.0006,-0.0006,0,0.056,0.002,-0.002,0,0,,,0,5.7,,,1,Mass,3.7,0.4,-0.4,0,0.9,,,1,06h47m41.41s,101.922547,-03d43m09.5s,-3.719301,600,70,-70,0,4950,150,-150,0,4.55,0.15,-0.15,0,-0.601,0.025,-0.027,0,0.91,0.09,-0.09,0,0.86,0.09,-0.09,0,11,,,0
CoRoT-24,CoRoT-24 c,0,2014,11.759,0.0063,-0.0063,0,0.098,0.003,-0.003,0,0,,,0,28,11,-11,0,Mass,5,0.5,-0.5,0,1.3,0.5,-0.4,0,06h47m41.41s,101.922547,-03d43m09.5s,-3.719301,600,70,-70,0,4950,150,-150,0,4.55,0.15,-0.15,0,-0.601,0.025,-0.027,0,0.91,0.09,-0.09,0,0.86,0.09,-0.09,0,11,,,0
CoRoT-25,CoRoT-25 b,0,2013,4.86069,0.00006,-0.00006,0,0.0578,0.002,-0.0009,0,0,,,0,85.81,12.71,-12.71,0,Mass,12.11,3.4,-1.12,0,0.15,0.15,-0.06,0,18h42m31.12s,280.629662,+06d30m49.8s,6.513829,1000,85,-25,0,6040,90,-90,0,4.31,0.05,-0.08,0,0.141,0.039,-0.042,0,1.09,0.11,-0.05,0,1.19,0.14,-0.03,0,4.5,1.8,-2,0
CoRoT-26,CoRoT-26 b,0,2013,4.20474,0.00005,-0.00005,0,0.0526,0.001,-0.001,0,0,,,0,165.26,15.89,-15.89,0,Mass,14.12,1.46,-0.78,0,0.28,0.09,-0.07,0,18h39m00.12s,279.750514,+06d58m11.2s,6.969787,1670,205,-110,0,5590,100,-100,0,3.99,0.05,-0.08,0,0.451,,,0,1.09,0.06,-0.06,0,1.79,0.18,-0.09,0,8.6,1.8,-0.9,0
CoRoT-27,CoRoT-27 b,0,2014,3.57532,0.00006,-0.00006,0,0.0476,0.0066,-0.0066,0,0.065,,,1,3302.11,174.8,-174.8,0,Mass,11.287,0.493,-0.493,0,12.6,1.92,-1.67,0,18h33m59.00s,278.495813,+05d32m18.5s,5.538462,1035.15,66.44,-66.44,0,5900,120,-120,0,4.4,0.1,-0.1,0,-0.166,0.056,-0.064,0,1.05,0.11,-0.11,0,1.08,0.18,-0.06,0,4.21,2.72,-2.72,0
CoRoT-28,CoRoT-28 b,0,2015,5.20851,0.00038,-0.00038,0,0.0603,0.005,-0.005,0,0.047,0.055,-0.038,0,153.82972,27.65121,-27.65121,0,Mass,10.705,0.74,-0.74,0,0.69,0.27,-0.27,0,18h34m45.20s,278.688338,+05d34m25.4s,5.57373,560,70,-70,0,5150,100,-100,0,3.6,0.2,-0.2,0,0.388,0.021,-0.022,0,1.01,0.14,-0.14,0,1.78,0.11,-0.11,0,12,1.5,-1.5,0
CoRoT-29,CoRoT-29 b,0,2015,2.85057,0.000006,-0.000006,0,0.0386,0.0059,-0.0059,0,0.082,0.081,-0.081,0,270.1555,63.566,-63.566,0,Mass,10.088,1.793,-1.793,0,1.45,0.74,-0.74,0,18h35m36.50s,278.902103,+06d28m46.7s,6.479651,765,50,-50,0,5260,100,-100,0,4.3,0.2,-0.2,0,-0.347,0.045,-0.051,0,0.97,0.14,-0.14,0,0.9,0.12,-0.12,0,4.5,3.5,-3.5,0
CoRoT-3,CoRoT-3 b,0,2008,4.2568,0.000005,-0.000005,0,0.05783,0.00085,-0.00085,0,0,,,0,6883.91,317.8,-317.8,0,Mass,11.32,0.78,-0.78,0,26.4,5.6,-5.6,0,19h28m13.26s,292.055263,+00d07m18.6s,0.12182,680,160,-160,0,6740,140,-140,0,4.22,0.07,-0.07,0,0.391,0.036,-0.039,0,1.37,0.09,-0.09,0,1.56,0.09,-0.09,0,2.2,0.6,-0.6,0
CoRoT-4,CoRoT-4 b,0,2008,9.20205,0.00037,-0.00037,0,0.09,0.001,-0.001,0,0,0.1,-0.1,0,228.83,25.43,-25.43,0,Mass,13.34,0.67,-0.56,0,0.525,0.15,-0.15,0,06h48m46.72s,102.194663,-00d40m22.0s,-0.672774,741.6,15.39,-15.39,0,6190,60,-60,0,4.41,0.05,-0.05,0,0.185,0.022,-0.023,0,1.16,0.03,-0.02,0,1.17,0.01,-0.03,0,1,1,-0.3,0
CoRoT-5,CoRoT-5 b,0,2009,4.0378962,0.0000019,-0.0000019,0,0.04947,0.00026,-0.00029,0,0.09,0.09,-0.04,0,148.42,14.937,-7.628,0,Mass,15.558,0.516,-0.527,0,0.217,0.031,-0.025,0,06h45m06.54s,101.277254,+00d48m54.9s,0.815239,904.65,26.7,-26.7,0,6100,65,-65,0,4.19,0.03,-0.03,0,0.223,0.029,-0.032,0,1,0.02,-0.02,0,1.19,0.04,-0.04,0,6.9,1.4,-1.4,0
CoRoT-6,CoRoT-6 b,0,2009,8.886593,0.000004,-0.000004,0,0.0855,0.0015,-0.0015,0,0.1,,,1,940.74,108.06,-108.06,0,Mass,13.068,0.392,-0.392,0,2.32,0.31,-0.31,0,18h44m17.41s,281.072525,+06d39m47.5s,6.663194,657.24,12.58,-12.58,0,6090,70,-70,0,4.43,0.1,-0.1,0,0.026,0.02,-0.021,0,1.05,0.05,-0.05,0,1.02,0.03,-0.03,0,2.5,2.1,-1.7,0
CoRoT-7,CoRoT-7 b,0,2009,0.85359163,0.00000001,-0.00000001,0,0.017016,0.00017,-0.000036,0,0,,,0,3.1783,0,0,0,Mass,1.681,0.112,-0.112,0,6.61,1.33,-1.33,0,06h43m49.47s,100.956125,-01d03m46.9s,-1.063033,153.7,4.5,-4.5,0,5275,75,-75,0,4.5,0.1,-0.1,0,-0.292,0.004,-0.004,0,0.82,0.17,-0.17,0,0.83,0.04,-0.04,0,1.75,0.55,-0.55,0
CoRoT-7,CoRoT-7 c,0,2009,3.698,0.003,-0.003,0,0.046,,,0,0,,,0,8.4,0.9,-0.9,0,Mass,2.83,,,0,2.04,,,0,06h43m49.47s,100.956125,-01d03m46.9s,-1.063033,153.7,4.5,-4.5,0,5275,75,-75,0,4.5,0.1,-0.1,0,-0.292,0.004,-0.004,0,0.82,0.17,-0.17,0,0.83,0.04,-0.04,0,1.75,0.55,-0.55,0
CoRoT-8,CoRoT-8 b,0,2010,6.21229,0.00003,-0.00003,0,0.063,0.001,-0.001,0,0,,,0,69.92,9.53,-9.53,0,Mass,6.39,0.22,-0.22,0,1.6,0.1,-0.1,0,19h26m21.24s,291.588518,+01d25m35.2s,1.426452,380,30,-30,0,5080,80,-80,0,4.58,0.08,-0.08,0,-0.665,0.009,-0.009,0,0.88,0.04,-0.04,0,0.77,0.02,-0.02,0,3,,,1
CoRoT-9,CoRoT-9 b,0,2009,95.272656,0.000068,-0.000068,0,0.4021,0.0054,-0.0054,0,0.133,0.042,-0.037,0,266.9772,15.8915,-15.8915,0,Mass,11.949,0.841,-0.706,0,0.86,0.18,-0.16,0,18h43m08.81s,280.786712,+06d12m15.0s,6.204172,460,,,0,5625,80,-80,0,4.54,0.09,-0.09,0,-0.254,0.012,-0.012,0,0.96,0.04,-0.04,0,0.96,0.06,-0.06,0,6,3,-3,0
CoRoTID 223977153,CoRoTID 223977153 b,0,2017,6.71837,0.00001,-0.00001,0,0.071,0.001,-0.001,0,,,,0,47.6745,31.783,-31.783,0,Mass,6.389,0.673,-0.56,0,1.1,1.3,-0.8,0,06h40m46.84s,100.195183,+09d15m26.8s,9.257431,586.2,10.7,-10.7,0,5970,100,-100,0,4.67,0.11,-0.08,0,-0.155,0.109,-0.146,0,1.08,0.08,-0.07,0,0.79,0.08,-0.09,0,,,,0
DENIS-P J082303.1-491201,DENIS-P J082303.1-491201 b,0,2013,246.36,1.38,-1.35,0,0.36,0.01,-0.01,0,0.345,0.068,-0.064,0,9057.77,603.85,-603.85,0,Mass,11.9,,,0,29.5,,,0,08h23m03.13s,125.76305,-49d12m01.3s,-49.200359,20.77,0.08,-0.08,0,,,,,,,,,,,,,0.07,0.01,-0.01,0,,,,,1,,,0
DH Tau,DH Tau b,0,2004,,,,,330,,,0,,,,,3496,3178,-953,0,Mass,30.264,8.967,-8.967,0,0.693,,,0,04h29m41.56s,67.423158,+26d32m58.3s,26.54952,140,15,-15,0,3751.5,500.56,-148.5,0,,,,,-0.569,0.006,-0.006,0,0.33,,,0,0.27,0.07,-0.07,0,0.001,,,0
DP Leo,DP Leo b,0,2009,10220,730,-730,0,8.19,0.39,-0.39,0,0.39,0.13,-0.13,0,1995.88832,184.33363,-184.33363,0,Mass,12.7,,,0,5.35,,,0,11h17m16.00s,169.316667,+17d57m41.1s,17.961417,,,,,,,,,,,,,,,,,0.69,,,0,,,,,,,,
EPIC 211822797,EPIC 211822797 b,0,2016,21.169861,0.001725,-0.001695,0,0.131,0.004,-0.005,0,0.06,0.13597,-0.048705,0,4.58,,,0,M-R relationship,1.98,0.11,-0.11,0,3.24,,,0,08h41m38.49s,130.41037,+17d38m24.0s,17.640005,187.19,1.37,-1.37,0,4148.21,82.41,-80.21,0,,,,0,-1.113,0.007,-0.007,0,0.66,0.07,-0.07,0,0.57,0.03,-0.03,0,0.79,0.03,-0.03,0
EPIC 211945201,EPIC 211945201 b,0,2018,19.49221,0.000666,-0.000653,0,0.1493,0.0015,-0.0015,0,0,,,0,27,14,-12.6,0,Mass,5.76,0.3,-0.3,0,0.65,0.34,-0.3,0,09h06m17.75s,136.573975,+19d24m08.1s,19.402252,182.69,1.29,-1.29,0,6069,90,-90,0,4.22,0.02,-0.02,0,0.369,0.005,-0.005,0,1.17,0.04,-0.04,0,1.39,0.02,-0.02,0,3.99,0.85,-0.7,0
EPIC 220674823,EPIC 220674823 b,0,2016,0.571331,0.00002,-0.000021,0,0.0134,0.0002,-0.0002,0,0,,,0,8.36,0.96,-0.94,0,Mass,1.82,0.1,-0.1,0,8.57,4.64,-2.8,0,00h52m19.15s,13.07978,+10d47m40.9s,10.794699,246.1,2.97,-2.97,0,5617,86,-86,0,4.45,0.03,-0.03,0,-0.11,0.007,-0.007,0,0.97,0.04,-0.04,0,0.98,0.02,-0.02,0,5,,,0
EPIC 220674823,EPIC 220674823 c,0,2016,13.339079,0.00194,-0.001859,0,0.1091,0.0014,-0.0015,0,0.18,0.15,-0.12,0,5.8,3.3,-3,0,Mass,2.73,0.18,-0.18,0,2,1.6,-1.1,0,00h52m19.15s,13.07978,+10d47m40.9s,10.794699,246.1,2.97,-2.97,0,5617,86,-86,0,4.45,0.03,-0.03,0,-0.11,0.007,-0.007,0,0.97,0.04,-0.04,0,0.98,0.02,-0.02,0,5,,,0
EPIC 246851721,EPIC 246851721 b,0,2018,6.180235,0.000014,-0.000014,0,0.07229,0.00074,-0.00075,0,,,,0,953.49,349.613,-381.396,0,Mass,11.781,0.493,-0.493,0,3.1,1.3,-1.3,0,05h15m40.74s,78.919746,+16d16m43.5s,16.278742,336.7,8.4,-8,0,6202,52,-50,0,4.16,0.02,-0.02,0,0.526,0.025,-0.024,0,1.32,0.04,-0.04,0,1.59,0.03,-0.03,0,3.02,0.44,-0.46,0
FU Tau,FU Tau b,0,2008,,,,,800,,,0,,,,,5085.28,,,0,Mass,12.2,,,0,15.4,,,0,04h23m35.74s,65.898908,+25d02m59.6s,25.049898,140,,,0,2838,,,0,,,,,-0.699,,,0,0.05,,,0,,,,,0.001,,,0
Fomalhaut,Fomalhaut b,0,2008,555530,184690,-353320,0,160,33,-79,0,0.87,0.11,-0.05,0,826.3,286,-286,0,Mass,13.5,,,0,1.85,,,0,22h57m39.05s,344.412689,-29d37m20.1s,-29.622236,7.7,,,0,8399,,,0,4.14,,,0,1.217,0.001,-0.001,0,1.92,,,0,1.92,,,0,0.2,0.1,-0.1,0
GJ 1132,GJ 1132 b,0,2015,1.628931,0.000027,-0.000027,0,0.0153,0.0005,-0.0005,0,0.22,,,1,1.66,0.23,-0.23,0,Mass,1.16,0.11,-0.11,0,6.3,1.3,-1.3,0,10h14m51.78s,153.715737,-47d09m24.2s,-47.156727,12.04,0.24,-0.24,0,3270,140,-140,0,4.88,0.07,-0.07,0,-2.359,0.032,-0.035,0,0.18,0.02,-0.02,0,0.21,0.01,-0.01,0,5,,,-1
GJ 1132,GJ 1132 c,0,2018,8.929,0.01,-0.01,0,0.0476,0.0017,-0.0017,0,0.27,,,1,2.64,0.44,-0.44,0,Msini,1.43,,,0,4.96,,,0,10h14m51.78s,153.715737,-47d09m24.2s,-47.156727,12.04,0.24,-0.24,0,3270,140,-140,0,4.88,0.07,-0.07,0,-2.359,0.032,-0.035,0,0.18,0.02,-0.02,0,0.21,0.01,-0.01,0,5,,,-1
GJ 1148,GJ 1148 b,0,2010,41.38,0.002,-0.001,0,0.166,0.001,-0.001,0,0.38,0.01,-0.012,0,96.7,1.41,-1.02,0,Msini,11.9,,,0,0.315,,,0,11h41m44.63s,175.435974,+42d45m07.1s,42.751972,11.02,0.01,-0.01,0,3264,,,0,,,,,-1.699,0.845,-0.699,0,0.35,,,0,0.4,,,0,,,,
GJ 1148,GJ 1148 c,0,2017,532.58,4.14,-2.52,0,0.912,0.005,-0.002,0,0.342,0.05,-0.062,0,68.06,4.91,-2.19,0,Msini,9.71,,,0,0.409,,,0,11h41m44.63s,175.435974,+42d45m07.1s,42.751972,11.02,0.01,-0.01,0,3264,,,0,,,,,-1.699,0.845,-0.699,0,0.35,,,0,0.4,,,0,,,,
GJ 1214,GJ 1214 b,0,2009,1.58040456,0.00000016,-0.00000016,0,0.01411,0.00032,-0.00032,0,0,,,0,6.26125,0.85814,-0.85814,0,Mass,2.847,0.202,-0.202,0,1.49,0.33,-0.33,0,17h15m18.92s,258.828837,+04d57m50.1s,4.96392,12.95,0.97,-0.85,0,3026,150,-150,0,4.94,0.01,-0.01,0,-2.312,0.057,-0.057,0,0.15,0.01,-0.01,0,0.22,0.01,-0.01,0,3,,,-1
GJ 1265,GJ 1265 b,0,2018,3.6511,0.0012,-0.0012,0,0.026,0.001,-0.001,0,0.04,0.04,-0.04,0,7.4,0.5,-0.5,0,Msini,2.63,,,0,2.24,,,0,22h13m42.88s,333.428676,-17d41m08.8s,-17.685771,10.26,0.01,-0.01,0,3236,51,-51,0,5.09,0.07,-0.07,0,-2.439,0.006,-0.006,0,0.18,0.02,-0.02,0,0.19,0.01,-0.01,0,,,,0
GJ 143,GJ 143 b,0,2019,35.589,0.006,-0.005,0,0.1932,0.0002,-0.0002,0,0.325,0.079,-0.079,0,30.63,2.63,-2.67,0,Mass,6.07,,,0,0.753,,,0,03h26m59.22s,51.746769,-63d29m56.8s,-63.4991,16.33,0.01,-0.01,0,4628.47,36.26,-88.59,0,4.4,0.33,-0.33,0,-0.706,0.007,-0.007,0,0.76,0.03,-0.02,0,0.73,0.01,-0.01,0,,,,0
GJ 163,GJ 163 b,0,2013,8.63182,0.00155,-0.00155,0,0.0607,0.00001,-0.00001,0,0.073,0.05,-0.05,0,10.6,0.6,-0.6,0,Msini,3.25,,,0,1.7,,,0,04h09m15.67s,62.315273,-53d22m25.3s,-53.373699,15.14,0.01,-0.01,0,3500,100,-100,0,,,,,-1.708,0.022,-0.023,0,0.4,0.02,-0.02,0,0.43,,,0,6,4,-4,0
GJ 163,GJ 163 c,0,2013,25.63058,0.0255,-0.0255,0,0.1254,0.0001,-0.0001,0,0.099,0.086,-0.086,0,6.8,0.9,-0.9,0,Msini,2.5,,,0,2.39,,,0,04h09m15.67s,62.315273,-53d22m25.3s,-53.373699,15.14,0.01,-0.01,0,3500,100,-100,0,,,,,-1.708,0.022,-0.023,0,0.4,0.02,-0.02,0,0.43,,,0,6,4,-4,0
GJ 163,GJ 163 d,0,2013,603.95116,7.55862,-7.55862,0,1.0304,0.0086,-0.0086,0,0.373,0.077,-0.077,0,29.4,2.9,-2.9,0,Msini,5.92,,,0,0.779,,,0,04h09m15.67s,62.315273,-53d22m25.3s,-53.373699,15.14,0.01,-0.01,0,3500,100,-100,0,,,,,-1.708,0.022,-0.023,0,0.4,0.02,-0.02,0,0.43,,,0,6,4,-4,0
GJ 179,GJ 179 b,0,2009,2288,59,-59,0,2.41,0.04,-0.04,0,0.21,0.08,-0.08,0,260.61,22.25,-22.25,0,Msini,13.9,,,0,0.533,,,0,04h52m05.73s,73.023865,+06d28m35.5s,6.476539,12.36,0.01,-0.01,0,3370,100,-100,0,4.83,,,0,-1.796,0.051,-0.058,0,0.36,0.03,-0.03,0,0.38,0.02,-0.02,0,,,,
GJ 273,GJ 273 b,0,2017,18.6498,0.0059,-0.0052,0,0.091101,0.000019,-0.000017,0,0.1,0.09,-0.07,0,2.89,0.27,-0.26,0,Msini,1.51,,,0,4.61,,,0,07h27m24.50s,111.852081,+05d13m32.8s,5.225785,3.8,0.02,-0.02,0,3382,49,-49,0,,,,,-2.056,0.243,-0.602,0,0.29,,,0,0.29,0.03,-0.03,0,,,,
GJ 273,GJ 273 c,0,2017,4.7234,0.0004,-0.0004,0,0.036467,0.000002,-0.000002,0,0.17,0.13,-0.12,0,1.18,0.16,-0.16,0,Msini,1.06,,,0,5.44,,,0,07h27m24.50s,111.852081,+05d13m32.8s,5.225785,3.8,0.02,-0.02,0,3382,49,-49,0,,,,,-2.056,0.243,-0.602,0,0.29,,,0,0.29,0.03,-0.03,0,,,,
GJ 3021,GJ 3021 b,0,2000,133.71,0.2,-0.2,0,0.49,,,0,0.511,0.017,-0.017,0,1071.04,28.6,-28.6,0,Msini,13.1,,,0,2.62,,,0,00h16m12.68s,4.052823,-79d51m04.3s,-79.851181,17.56,0.01,-0.01,0,5540,75,-75,0,4.7,0.2,-0.2,0,-0.18,,,0,0.9,,,0,0.9,,,0,0.37,,,0
GJ 3138,GJ 3138 b,0,2017,1.22003,0.00006,-0.00004,0,0.0197,0.0005,-0.0005,0,0.19,0.18,-0.13,0,1.78,0.34,-0.33,0,Msini,1.18,,,0,5.95,,,0,02h09m10.90s,32.295425,-16d20m22.5s,-16.339592,29.9,1.91,-1.69,0,3717,49,-49,0,,,,,-1.347,0.063,-0.073,0,0.68,,,0,0.5,0.03,-0.03,0,,,,
GJ 3138,GJ 3138 c,0,2017,5.974,0.001,-0.001,0,0.057,0.001,-0.001,0,0.11,0.11,-0.07,0,4.18,0.61,-0.59,0,Msini,1.88,,,0,3.46,,,0,02h09m10.90s,32.295425,-16d20m22.5s,-16.339592,29.9,1.91,-1.69,0,3717,49,-49,0,,,,,-1.347,0.063,-0.073,0,0.68,,,0,0.5,0.03,-0.03,0,,,,
GJ 3138,GJ 3138 d,0,2017,257.8,3.6,-3.5,0,0.698,0.018,-0.019,0,0.32,0.2,-0.21,0,10.5,2.3,-2.1,0,Msini,3.23,,,0,1.71,,,0,02h09m10.90s,32.295425,-16d20m22.5s,-16.339592,29.9,1.91,-1.69,0,3717,49,-49,0,,,,,-1.347,0.063,-0.073,0,0.68,,,0,0.5,0.03,-0.03,0,,,,
GJ 317,GJ 317 b,0,2007,692,2,-2,0,1.15,0.05,-0.05,0,0.11,0.05,-0.05,0,794.5,222.5,-127.1,0,Mass,13.3,,,0,1.86,,,0,08h40m59.22s,130.24673,-23d27m22.6s,-23.456289,15.1,0.22,-0.22,0,3510,50,-50,0,,,,,,,,,0.42,0.05,-0.05,0,,,,,5,,,0
